"","X","subjectID","smoothness","order","av_distance","av_distance_prev","reclicks","HVclicks","Novclicks","performance","performance_av","sequence","context","PCA","PEC"
"156",156,"5faab845ab732146df12e37d","rough","RS",4.5125,4.4125,104,104,136,53.8870967741932,59.9858870967739,1,"rough",-0.941080924279714,0.941080924279714
"157",157,"60756d8d77104c29f837c33f","smooth","RS",2.90416666666667,2.71666666666667,13,13,220,56.4596774193547,51.8467741935484,2,"smooth",-0.983772494646974,0.983772494646974
"158",158,"60756d8d77104c29f837c33f","rough","RS",4.27083333333333,3.27083333333333,6,6,230,47.233870967742,51.8467741935484,1,"rough",-1.9759758386364,1.9759758386364
"159",159,"5b4d04608a01540001296146","smooth","RS",3.20416666666667,3.47916666666667,4,4,233,53.625,50.1693548387096,2,"smooth",-1.72590256654788,1.72590256654788
"160",160,"5b4d04608a01540001296146","rough","RS",3.89166666666667,3.72916666666667,4,4,233,46.7137096774193,50.1693548387096,1,"rough",-2.13036227848431,2.13036227848431
"161",161,"6117772456477652eea60139","smooth","SR",3.47916666666667,4.1625,1,1,239,58.9193548387098,50.453629032258,1,"smooth",-2.2948925949123,2.2948925949123
"162",162,"6117772456477652eea60139","rough","SR",4.79583333333333,4.5375,0,0,236,41.9879032258062,50.453629032258,2,"rough",-2.99307102566386,2.99307102566386
"163",163,"60fb065054e6f49af241037e","smooth","SR",2.2375,2.6,14,14,221,59.1814516129031,53.7177419354839,1,"smooth",-0.66165923184066,0.66165923184066
"164",164,"60fb065054e6f49af241037e","rough","SR",4.24583333333333,4.14166666666667,14,14,215,48.2540322580647,53.7177419354839,2,"rough",-2.23858355108092,2.23858355108092
"165",165,"611dec6045e4d60c9ab77578","smooth","SR",3.6375,4,8,8,228,55.1209677419355,52.2822580645161,1,"smooth",-2.10003408743437,2.10003408743437
"166",166,"611dec6045e4d60c9ab77578","rough","SR",3.29583333333333,3.49166666666667,28,28,205,49.4435483870967,52.2822580645161,2,"rough",-1.29034453124713,1.29034453124713
"167",167,"5d833e4fec07340015a6a55c","smooth","RS",2.8,2.77916666666667,6,6,229,54.2298387096775,51.1995967741936,2,"smooth",-1.12540947963252,1.12540947963252
"168",168,"5d833e4fec07340015a6a55c","rough","RS",5.7875,2.8,6,6,221,48.1693548387098,51.1995967741936,1,"rough",-2.21643837252002,2.21643837252002
"169",169,"58bfb1f692a88e0001658253","smooth","SR",1.39166666666667,1.78333333333333,1,1,239,49.7620967741934,47.5766129032257,1,"smooth",-0.166177815095098,0.166177815095098
"170",170,"58bfb1f692a88e0001658253","rough","SR",2.4375,1.96666666666667,0,0,240,45.391129032258,47.5766129032257,2,"rough",-0.690315130573148,0.690315130573148
"171",171,"60f2027a5832b992570eb572","smooth","SR",3.4125,2.79166666666667,75,75,164,63.3024193548387,59.5100806451612,1,"smooth",-0.138637131724674,0.138637131724674
"172",172,"60f2027a5832b992570eb572","rough","SR",2.39583333333333,2.62083333333333,103,103,136,55.7177419354836,59.5100806451612,2,"rough",0.863201364158547,-0.863201364158547
"173",173,"6152fba7f508f497080bc278","smooth","SR",2.40833333333333,2.56666666666667,30,30,189,55.8387096774194,51.9516129032258,1,"smooth",-0.266850670005587,0.266850670005587
"174",174,"6152fba7f508f497080bc278","rough","SR",3.45,2.55,30,30,139,48.0645161290322,51.9516129032258,2,"rough",-0.196167469317829,0.196167469317829
"175",175,"60fc3971c59904a050e60007","smooth","SR",0.866666666666667,1.09583333333333,128,128,110,72.3830645161289,64.2560483870967,1,"smooth",2.76991978983623,-2.76991978983623
"176",176,"60fc3971c59904a050e60007","rough","SR",0.508333333333333,0.691666666666667,192,192,48,56.1290322580645,64.2560483870967,2,"rough",4.28992553353095,-4.28992553353095
"177",177,"60f06a479c4f3ec0a536d40a","smooth","RS",2.7875,3.3625,98,98,141,61.1290322580642,53.2237903225805,2,"smooth",0.207816975174997,-0.207816975174997
"178",178,"60f06a479c4f3ec0a536d40a","rough","RS",5.09166666666667,4.75,2,2,233,45.3185483870967,53.2237903225805,1,"rough",-3.17943294723449,3.17943294723449
"179",179," 610cda1332fb63830158c55d","smooth","RS",1.03333333333333,1.07916666666667,168,168,72,69.2741935483871,67.3487903225806,2,"smooth",3.43096560556136,-3.43096560556136
"180",180," 610cda1332fb63830158c55d","rough","RS",1.20833333333333,1.375,184,184,55,65.4233870967741,67.3487903225806,1,"rough",3.5020774897585,-3.5020774897585
