subjectID,smoothness,order,av_distance,av_distance_prev,reclicks,HVclicks,Novclicks,performance,performance_av,sequence,bonus,context,PCA,PEC,E,Novclicksp,HVclicksp,l,b,t,dlogl,dlogb,dlogt,NLL,dnov,dhv,dd,ddprev,logl,logb,logt
pkz0jFOg,smooth,RS,159.583.333.333.333,150.208.333.333.333,37,37,417,58.399.193.548.125,5.465.927.419.375,2,212.825.460.830.357,smooth,-0.040366767,0.040366767,3,0.86875,0.077083333,263.265.152.526.003,241.334.722.064.002,0.047541536,148.341.280.454.856,0.733402423,-0.153373006,153.363.137.068,-27,19,-106.458.333.333.334,-0.760416667,142.039.337.689.094,0.382619811,-132.292.679.298.963
pkz0jFOg,rough,RS,266.041.666.666.667,22.625,18,18,444,50.919.354.839.375,5.465.927.419.375,1,212.825.460.830.357,rough,-104.972.660.719.534,104.972.660.719.534,3,0.925,0.0375,0.864929226,0.445879379,0.067677797,148.341.280.454.856,0.733402423,-0.153373006,15.058.422.723.973,-27,19,-106.458.333.333.334,-0.760416667,-0.063019428,-0.350782612,-116.955.378.670.288
kYegPxzi,smooth,RS,170.625,154.583.333.333.333,291,291,179,61.760.080.645,586.018.145.159.375,2,229.722.062.211.161,smooth,196.026.761.704.647,-196.026.761.704.647,3,0.372916667,0.60625,124.070.383.401.745,0.044530683,0.033188391,-103.340.881.425.526,0.816298069,-0.199476836,110.364.091.575.671,-107,117,-214.375,-169.166.666.666.667,0.093668124,-135.134.064.766.588,-147.901.380.248.746
kYegPxzi,rough,RS,3.85,32.375,174,174,286,55.443.548.386.875,586.018.145.159.375,1,229.722.062.211.161,rough,-0.708908726,0.708908726,3,0.595833333,0.3625,133.991.404.227.026,0.006797689,0.052536729,-103.340.881.425.526,0.816298069,-0.199476836,183.291.829.667.551,-107,117,-214.375,-169.166.666.666.667,112.707.693.854.011,-216.763.871.704.052,-127.953.696.666.703
OOymyGn2,smooth,SR,358.958.333.333.333,0.916666667,229,229,96,46.229.838.709.375,45.747.983.870.625,1,174.634.216.588.393,smooth,165.254.524.985.503,-165.254.524.985.503,3,0.2,0.477083333,0.785382294,0.006737947,0.051058711,-143.954.840.945.379,0,-0.307615721,219.451.197.736.618,7,-37,0.564583333,0.01875,-0.104918894,-217.147.240.951.626,-129.193.015.623.996
OOymyGn2,rough,SR,3.025,0.897916667,266,266,89,45.266.129.031.875,45.747.983.870.625,2,174.634.216.588.393,rough,206.609.513.197.619,-206.609.513.197.619,3,0.185416667,0.554166667,21.608.743.560.046,0.006737947,0.10367775,-143.954.840.945.379,0,-0.307615721,255.539.321.072.046,7,-37,0.564583333,0.01875,133.462.951.557.355,-217.147.240.951.626,-0.984314435
D9MnKKI8,smooth,RS,0.94375,102.083.333.333.333,401,401,78,5.939.314.516.125,5.791.935.483.875,2,226.797.235.023.214,smooth,342.063.653.338.953,-342.063.653.338.953,3,0.1625,0.835416667,100.845.989.407.874,0.006737947,0.019430884,0.221161979,-113.353.085.820.075,-0.142770749,833.840.282.060.072,-69,74,-0.16875,-0.289583333,0.003658631,-217.147.240.951.626,-171.150.745.161.717
D9MnKKI8,rough,RS,11.125,131.041.666.666.667,327,327,147,5.644.556.451.625,5.791.935.483.875,1,226.797.235.023.214,rough,260.102.313.065.878,-260.102.313.065.878,3,0.30625,0.68125,0.606033529,0.091634381,0.026993755,0.221161979,-113.353.085.820.075,-0.142770749,119.476.809.861.327,-69,74,-0.16875,-0.289583333,-0.217503348,-103.794.155.131.551,-156.873.670.261.024
2Af8uEr0,smooth,RS,538.125,338.541.666.666.667,6,6,458,4.344.959.677.375,424.868.951.615.625,2,160.658.122.120.982,smooth,-280.975.046.720.496,280.975.046.720.496,3,0.954166667,0.0125,135.364.615.324.744,215.221.666.358.491,0.13368116,147.630.027.499.353,0.652550816,0.111099356,249.412.937.037.068,5,-3,0.758333333,0.277083333,113.150.515.343.651,0.33288599,-0.873929795
2Af8uEr0,rough,RS,462.291.666.666.667,310.833.333.333.333,9,9,453,41.524.193.549.375,424.868.951.615.625,1,160.658.122.120.982,rough,-233.504.842.586.937,233.504.842.586.937,3,0.94375,0.01875,0.452069158,0.478999625,0.103507269,147.630.027.499.353,0.652550816,0.111099356,209.967.105.688.171,5,-3,0.758333333,0.277083333,-0.344795122,-0.319664827,-0.985029151
HsR4Ee3W,smooth,SR,348.125,358.333.333.333.333,14,14,463,5.971.370.967.625,53.771.169.355,1,209.019.297.235.714,smooth,-216.495.118.943.349,216.495.118.943.349,3,0.964583333,0.029166667,155.757.994.432.075,116.256.368.715.892,0.068748973,136.481.961.035.975,0.456080998,-0.039135657,184.789.731.036.658,-5,9,-218.125,-0.675,119.245.034.649.419,0.065416754,-116.273.378.673.267
HsR4Ee3W,rough,SR,56.625,425.833.333.333.333,5,5,468,4.782.862.903.375,53.771.169.355,2,209.019.297.235.714,rough,-342.777.413.233.093,342.777.413.233.093,3,0.975,0.010416667,0.672404693,0.406757675,0.075231872,136.481.961.035.975,0.456080998,-0.039135657,176.548.083.795.593,-5,9,-218.125,-0.675,-0.172369264,-0.390664244,-112.359.812.939.865
NajVYcOi,smooth,RS,291.875,287.083.333.333.333,2,2,475,5.893.951.612.875,52.981.854.838.125,2,205.636.520.734.821,smooth,-166.992.919.775.322,166.992.919.775.322,3,0.989583333,0.004166667,135.728.165.025.796,0.629223745,0.064823583,12.682.801.862.369,0.205102287,-0.01683653,193.166.697.900.077,5,1,-118.958.333.333.333,-0.127083333,113.266.997.769.712,-0.201194897,-118.826.697.094.898
NajVYcOi,rough,RS,410.833.333.333.333,299.791.666.666.667,1,1,470,470.241.935.475,52.981.854.838.125,1,205.636.520.734.821,rough,-218.197.913.143.777,218.197.913.143.777,3,0.979166667,0.002083333,0.731795596,0.392376343,0.067385982,12.682.801.862.369,0.205102287,-0.01683653,167.339.357.998.967,5,1,-118.958.333.333.333,-0.127083333,-0.135610209,-0.406297185,-117.143.044.078.302
jJ87o7cz,smooth,SR,364.375,293.125,199,199,276,5.665.524.193.625,5.825.705.645.125,1,228.244.527.648.214,smooth,-0.319697947,0.319697947,3,0.575,0.414583333,126.236.076.638.405,0.006737947,0.04508224,-0.078856344,4.44E-02,-0.004401319,152.990.163.414.786,89,-81,125.416.666.666.667,11.125,110.118.348.839.411,-217.147.240.951.626,-134.599.451.038.756
jJ87o7cz,rough,SR,238.958.333.333.333,181.875,280,280,187,5.985.887.096.625,5.825.705.645.125,2,228.244.527.648.214,rough,147.071.199.617.202,-147.071.199.617.202,3,0.389583333,0.583333333,151.370.007.352.477,0.006737947,0.045541445,-0.078856344,4.44E-02,-0.004401319,149.760.900.491.437,89,-81,125.416.666.666.667,11.125,118.003.983.202.211,-217.147.240.951.626,-134.159.319.175.434
hVuEOqnz,smooth,RS,142.291.666.666.667,147.916.666.666.667,273,273,207,66.939.516.129.375,667.802.419.353.125,2,264.772.465.437.054,smooth,191.219.872.387.741,-191.219.872.387.741,3,0.43125,0.56875,590.385.316.513.029,0.006737947,0.051796767,0.484373976,0,0.102824827,130.604.373.499.105,64,-60,0.577083333,0.433333333,0.771135548,-217.147.240.951.626,-128.569.734.601.805
hVuEOqnz,rough,RS,0.845833333,104.583.333.333.333,333,333,143,6.662.096.774.125,667.802.419.353.125,1,264.772.465.437.054,rough,288.669.642.308.637,-288.669.642.308.637,3,0.297916667,0.69375,193.535.915.565.895,0.006737947,0.040876888,0.484373976,0,0.102824827,923.611.783.390.238,64,-60,0.577083333,0.433333333,0.286761571,-217.147.240.951.626,-138.852.217.341.819
3QUfzrj9,smooth,RS,1.075,142.708.333.333.333,291,291,189,71.282.258.065,6.595.766.129,2,261.247.119.814.286,smooth,222.602.334.071.481,-222.602.334.071.481,3,0.39375,0.60625,342.414.725.102.072,0.006737947,0.054576763,0.450322332,-121.703.238.401.445,0.191637931,122.859.804.058.723,20,-20,-0.2,-0.070833333,0.534552433,-217.147.240.951.626,-126.299.222.628.534
3QUfzrj9,rough,RS,1.275,149.791.666.666.667,311,311,169,60.633.064.515,6.595.766.129,1,261.247.119.814.286,rough,227.891.807.610.217,-227.891.807.610.217,3,0.352083333,0.647916667,121.403.190.725.125,0.11106059,0.03510507,0.450322332,-121.703.238.401.445,0.191637931,985.049.649.392.859,20,-20,-0.2,-0.070833333,0.084230101,-0.954440026,-145.463.015.764.359
Escq2lHO,smooth,RS,131.458.333.333.333,142.916.666.666.667,328,328,142,6.179.838.709.625,587.812.500.003.125,2,230.491.071.429.911,smooth,248.492.530.600.762,-248.492.530.600.762,3,0.295833333,0.683333333,101.175.041.756.215,0.006737947,0.034881681,-160.132.553.927.067,-27.130.834.145.233,-0.17509791,121.093.806.857.047,-29,53,-10.625,-0.816666667,0.005073392,-217.147.240.951.626,-145.740.259.412.898
Escq2lHO,rough,RS,237.708.333.333.333,224.583.333.333.333,275,275,171,55.764.112.904.375,587.812.500.003.125,1,230.491.071.429.911,rough,129.563.647.627.721,-129.563.647.627.721,3,0.35625,0.572916667,404.016.341.433.476,348.025.451.056.075,0.052202982,-160.132.553.927.067,-27.130.834.145.233,-0.17509791,170.862.460.883.816,-29,53,-10.625,-0.816666667,160.639.893.157.312,0.541611005,-128.230.468.397.814
FmRcObSV,smooth,SR,0.747916667,103.333.333.333.333,283,283,197,693.286.290.325,636.643.145.165.625,1,251.418.490.785.268,smooth,249.438.763.270.277,-249.438.763.270.277,3,0.410416667,0.589583333,18.309.781.979.271,0.088036369,0.045274519,0.447585769,-0.131436837,0.23573216,120.523.311.951.952,41,-41,-0.658333333,-0.104166667,0.262683173,-105.533.787.566.749,-13.441.461.560.538
FmRcObSV,rough,SR,140.625,11.375,324,324,156,58.000.000.000.625,636.643.145.165.625,2,251.418.490.785.268,rough,252.821.782.073.392,-252.821.782.073.392,3,0.325,0.675,0.653277054,0.119151348,0.026310051,0.447585769,-0.131436837,0.23573216,889.410.179.152.641,41,-41,-0.658333333,-0.104166667,-0.184902596,-0.923901038,-157.987.831.646.112
PZiowX2w,smooth,RS,1.55,214.166.666.666.667,90,90,389,62.326.612.904.375,570.312.500.009.375,2,222.991.071.432.589,smooth,-0.021499832,0.021499832,3,0.810416667,0.1875,112.958.026.589.431,0.324891905,0.058157137,112.755.184.515.835,0.00765472,0.062761868,166.859.007.272.131,-8,11,-2.1,-0.20625,105.291.709.651.928,-0.488261109,-123.539.698.293.566
PZiowX2w,rough,RS,3.65,234.791.666.666.667,79,79,397,517.358.870.975,570.312.500.009.375,1,222.991.071.432.589,rough,-102.539.644.978.976,102.539.644.978.976,3,0.827083333,0.164583333,0.842103071,0.319215647,0.050331648,112.755.184.515.835,0.00765472,0.062761868,142.085.024.887.082,-8,11,-2.1,-0.20625,-0.074634749,-0.495915828,-129.815.885.045.256
yYC53qQ1,smooth,RS,148.125,1.575,285,285,190,6.813.508.064.375,6.284.475.806.375,2,2.479.061.059.875,smooth,196.064.983.823.713,-196.064.983.823.713,3,0.395833333,0.59375,453.732.162.793.111,0.006737947,0.050236909,-0.259967829,-182.271.127.773.658,-0.035241652,119.523.732.746.588,-73,79,-0.777083333,-0.635416667,0.656799565,-217.147.240.951.626,-129.897.709.373.547
yYC53qQ1,rough,RS,225.833.333.333.333,221.041.666.666.667,206,206,263,5.755.443.548.375,6.284.475.806.375,1,2.479.061.059.875,rough,0.683928238,-0.683928238,3,0.547916667,0.429166667,825.595.646.965.428,0.447959621,0.054483445,-0.259967829,-182.271.127.773.658,-0.035241652,17.291.452.450.767,-73,79,-0.777083333,-0.635416667,0.916767394,-0.348761132,-126.373.544.205.437
p3IFqVNU,smooth,SR,208.333.333.333.333,165.208.333.333.333,16,16,451,57.076.612.901.875,497.469.758.059.375,1,191.772.753.454.018,smooth,-0.540180141,0.540180141,3,0.939583333,0.033333333,0.619148713,0.456697914,0.066798541,0.015283432,0.065586214,0.098580788,107.903.665.323.046,-13,14,-171.041.666.666.667,-0.341666667,-0.208205026,-0.340370972,-117.523.302.537.277
p3IFqVNU,rough,SR,379.375,199.375,2,2,464,4.241.733.871,497.469.758.059.375,2,191.772.753.454.018,rough,-149.830.709.673.336,149.830.709.673.336,3,0.966666667,0.004166667,0.59773893,0.392683645,0.053233643,0.015283432,0.065586214,0.098580788,107.853.551.220.185,-13,14,-171.041.666.666.667,-0.341666667,-0.223488458,-0.405957186,-127.381.381.361.132
VXnyDUcS,smooth,SR,0.941666667,143.541.666.666.667,246,246,228,66.249.999.999.375,624.657.258.059.375,1,246.281.682.025.446,smooth,192.052.704.851.391,-192.052.704.851.391,3,0.475,0.5125,219.141.992.148.593,0.006737947,0.051311694,-0.558617173,0,0.159170906,134.091.819.192.523,77,-79,0.291666667,0.489583333,0.340725605,-217.147.240.951.626,-128.978.364.493.879
VXnyDUcS,rough,SR,0.65,0.945833333,325,325,151,586.814.516.125,624.657.258.059.375,2,246.281.682.025.446,rough,294.846.207.576.896,-294.846.207.576.896,3,0.314583333,0.677083333,793.127.079.096.587,0.006737947,0.035566854,-0.558617173,0,0.159170906,118.091.450.254.371,77,-79,0.291666667,0.489583333,0.899342778,-217.147.240.951.626,-144.895.455.105.754
YSKaaqQ7,smooth,RS,275.208.333.333.333,234.791.666.666.667,9,9,460,61.447.580.644.375,5.600.907.258,2,218.610.311.057.143,smooth,-123.564.744.275.341,123.564.744.275.341,3,0.958333333,0.01875,193.665.758.178.733,141.009.819.499.356,0.065621728,137.450.480.870.016,0.558362881,-0.034509962,1.658.383.402.745,10,-10,-0.791666667,-0.75625,128.705.284.039.586,0.149249357,-118.295.233.784.293
YSKaaqQ7,rough,RS,354.375,310.416.666.666.667,19,19,450,50.570.564.515.625,5.600.907.258,1,218.610.311.057.143,rough,-185.957.555.004.674,185.957.555.004.674,3,0.9375,0.039583333,0.817613459,0.389840069,0.071048944,137.450.480.870.016,0.558362881,-0.034509962,173.548.764.814.733,10,-10,-0.791666667,-0.75625,-0.087451968,-0.409113524,-114.844.237.535.055
EC8usHfI,smooth,SR,0.564583333,0.758333333,355,355,125,653.709.677.425,620.372.983.875,1,244.445.564.517.857,smooth,331.617.908.709.036,-331.617.908.709.036,3,0.260416667,0.739583333,197.267.997.119.383,0.006737947,0.030463152,-0.63790811,0,-0.042462206,960.562.487.237.361,12,16,0.022916667,0.022916667,0.295056635,-217.147.240.951.626,-151.622.516.440.363
EC8usHfI,rough,SR,0.541666667,0.735416667,339,339,113,587.036.290.325,620.372.983.875,2,244.445.564.517.857,rough,332.067.701.822.692,-332.067.701.822.692,3,0.235416667,0.70625,85.696.827.631.011,0.006737947,0.033592091,-0.63790811,0,-0.042462206,131.290.046.988.386,12,16,0.022916667,0.022916667,0.932964745,-217.147.240.951.626,-147.376.295.852.453
zBfs3dS0,smooth,RS,207.916.666.666.667,175.833.333.333.333,3,3,475,51.701.612.901.875,487.298.387.084.375,2,187.413.594.464.732,smooth,-0.750405907,0.750405907,3,0.989583333,0.00625,0.655854756,0.496876773,0.071185217,0.044933702,-0.005723741,-0.029504895,112.070.401.009.067,6,-1,-150.416.666.666.666,-0.291666667,-0.183192328,-0.303751304,-114.761.018.771.653
zBfs3dS0,rough,RS,358.333.333.333.333,2.05,4,4,469,45.758.064.515,487.298.387.084.375,1,187.413.594.464.732,rough,-145.914.326.692.908,145.914.326.692.908,3,0.977083333,0.008333333,0.591389991,0.503468654,0.076189427,0.044933702,-0.005723741,-0.029504895,129.634.939.082.877,6,-1,-150.416.666.666.666,-0.291666667,-0.22812603,-0.298027563,-111.810.529.284.672
ShVrhSbF,smooth,SR,164.166.666.666.667,223.541.666.666.667,170,170,309,65.536.290.323.125,627.691.532.259.375,1,247.582.085.254.018,smooth,0.565384612,-0.565384612,3,0.64375,0.354166667,736.742.347.418.242,0.006737947,0.065175558,-0.197666103,0,0.082491357,160.327.990.107.463,60,-55,-0.191666667,0.110416667,0.867315634,-217.147.240.951.626,-118.591.523.882.259
ShVrhSbF,rough,SR,183.333.333.333.333,2.125,225,225,249,6.000.201.612.875,627.691.532.259.375,2,247.582.085.254.018,rough,103.267.666.578.774,-103.267.666.578.774,3,0.51875,0.46875,116.139.977.131.687,0.006737947,0.053900576,-0.197666103,0,0.082491357,166.668.287.598.433,60,-55,-0.191666667,0.110416667,106.498.173.618.342,-217.147.240.951.626,-126.840.659.625.622
46fgW7fZ,smooth,SR,205.416.666.666.667,235.208.333.333.333,31,31,436,6.258.064.516,551.229.838.703.125,1,214.812.788.015.625,smooth,-0.773804187,0.773804187,3,0.908333333,0.064583333,210.615.032.050.457,0.939555919,0.062882697,147.717.601.530.506,0.365358467,-0.057526503,171.078.040.477.886,-4,20,-118.333.333.333.333,-0.279166667,132.348.936.449.234,-0.027077367,-120.146.883.900.761
46fgW7fZ,rough,SR,32.375,263.125,11,11,440,47.665.322.580.625,551.229.838.703.125,2,214.812.788.015.625,rough,-148.155.480.682.547,148.155.480.682.547,3,0.916666667,0.022916667,0.70196159,0.405101793,0.07178896,147.717.601.530.506,0.365358467,-0.057526503,171.951.181.419.949,-4,20,-118.333.333.333.333,-0.279166667,-0.153686651,-0.392435834,-114.394.233.644.839
YOq1kBVt,smooth,RS,219.583.333.333.333,193.541.666.666.667,28,28,424,46.167.338.709.375,44.743.951.613.125,2,170.331.221.199.107,smooth,-0.570008774,0.570008774,3,0.883333333,0.058333333,100.322.189.428.266,0.006737947,0.090861047,131.066.257.405.344,-190.210.412.316.067,-0.055000299,233.979.382.280.846,-5,10,-0.672916667,-0.09375,100.139.700.161.901,-217.147.240.951.626,-104.162.226.110.917
YOq1kBVt,rough,RS,286.875,202.916.666.666.667,18,18,429,43.320.564.516.875,44.743.951.613.125,1,170.331.221.199.107,rough,-0.943750792,0.943750792,3,0.89375,0.0375,0.490607776,0.537813517,0.103128343,131.066.257.405.344,-190.210.412.316.067,-0.055000299,188.064.585.630.626,-5,10,-0.672916667,-0.09375,-0.309265572,-0.269368286,-0.986621962
xVIyPW0K,smooth,SR,226.041.666.666.667,215.833.333.333.333,88,88,384,5.952.217.741.875,5.806.451.612.875,1,2.274.193.548.375,smooth,-0.293307514,0.293307514,3,0.8,0.183333333,169.403.199.082.912,111.093.733.962.637,0.058850857,134.014.308.755.763,0.672611948,0.107906474,169.274.738.962.935,85,-84,0.039583333,0.16875,122.892.160.747.602,0.045689564,-123.024.720.827.837
xVIyPW0K,rough,SR,222.083.333.333.333,198.958.333.333.333,172,172,299,5.660.685.483.875,5.806.451.612.875,2,2.274.193.548.375,rough,0.521431602,-0.521431602,3,0.622916667,0.358333333,0.774066941,0.236090013,0.045903555,134.014.308.755.763,0.672611948,0.107906474,141.231.900.545.655,85,-84,0.039583333,0.16875,-0.11122148,-0.626922383,-13.381.536.824.461
qDTEkUsn,smooth,SR,259.791.666.666.667,21.625,22,22,431,55.866.935.484.375,51.25,1,198.214.285.714.286,smooth,-0.900981872,0.900981872,3,0.897916667,0.045833333,247.719.368.260.224,296.159.358.531.361,0.055574245,161.276.100.896.828,0.830081854,-0.13143948,160.695.897.840.137,-23,16,-140.416.666.666.666,-0.510416667,139.395.996.379.091,0.471525461,-125.512.642.883.409
qDTEkUsn,rough,SR,400.208.333.333.333,267.291.666.666.667,6,6,454,46.633.064.515.625,51.25,2,198.214.285.714.286,rough,-188.019.791.501.371,188.019.791.501.371,3,0.945833333,0.0125,0.604225368,0.437969237,0.075216488,161.276.100.896.828,0.830081854,-0.13143948,157.730.260.211.375,-23,16,-140.416.666.666.666,-0.510416667,-0.218801045,-0.358556394,-112.368.694.928.657
6MFXfbuX,smooth,RS,209.583.333.333.333,184.583.333.333.333,29,29,434,59.816.532.259.375,523.195.564.525,2,202.798.099.082.143,smooth,-0.521645245,0.521645245,3,0.904166667,0.060416667,216.610.761.395.879,17.636.158.367.356,0.058134698,151.246.340.646.141,0.660569127,-0.048304882,166.780.903.115.511,7,6,-126.041.666.666.667,-0.291666667,13.356.800.289.225,0.24640399,-123.556.457.892.906
6MFXfbuX,rough,RS,335.625,21.375,23,23,427,44.822.580.645.625,523.195.564.525,1,202.798.099.082.143,rough,-116.093.621.531.812,116.093.621.531.812,3,0.889583333,0.047916667,0.665605072,0.385331811,0.064974105,151.246.340.646.141,0.660569127,-0.048304882,161.865.916.903.068,7,6,-126.041.666.666.667,-0.291666667,-0.176783378,-0.414165137,-118.725.969.702.002
9kWkXZLF,smooth,SR,210.416.666.666.667,178.958.333.333.333,10,10,459,5.325.201.612.875,506.905.241.934.375,1,195.816.532.257.589,smooth,-0.679962531,0.679962531,3,0.95625,0.020833333,279.349.199.343.792,339.423.238.547.216,0.054357952,174.216.242.929.371,0.970778686,-0.051148891,178.686.102.228.923,22,-15,-101.458.333.333.333,-0.0875,144.614.743.094.561,0.530741573,-126.473.691.427.496
9kWkXZLF,rough,SR,311.875,187.708.333.333.333,25,25,437,48.129.032.258.125,506.905.241.934.375,2,195.816.532.257.589,rough,-0.964497508,0.964497508,3,0.910416667,0.052083333,0.505807194,0.363047028,0.061152185,174.216.242.929.371,0.970778686,-0.051148891,151.392.756.674.278,22,-15,-101.458.333.333.333,-0.0875,-0.296014998,-0.440037114,-12.135.880.232.832
ev8w6EgH,smooth,RS,230.833.333.333.333,212.083.333.333.333,9,9,460,52.356.854.839.375,4.941.935.483.875,2,190.368.663.594.643,smooth,-0.943127922,0.943127922,3,0.958333333,0.01875,252.505.073.908.383,312.122.716.612.167,0.055741921,161.925.201.005.906,0.857297412,-0.121583151,178.136.560.585.058,3,8,-140.416.666.666.667,-0.227083333,140.227.010.937.853,0.494325378,-125.381.806.800.381
ev8w6EgH,rough,RS,37.125,234.791.666.666.667,1,1,457,46.481.854.838.125,4.941.935.483.875,1,190.368.663.594.643,rough,-162.919.226.656.523,162.919.226.656.523,3,0.952083333,0.002083333,0.606761616,0.433538795,0.073750519,161.925.201.005.906,0.857297412,-0.121583151,15.633.290.529.874,3,8,-140.416.666.666.667,-0.227083333,-0.216981901,-0.362972033,-113.223.491.727.204
7lOMNkri,smooth,RS,2.625,283.958.333.333.333,188,188,289,66.526.209.676.875,62.162.298.386.875,2,244.981.278.800.893,smooth,0.023320048,-0.023320048,3,0.602083333,0.391666667,467.589.710.929.862,0.40159261,0.061039795,0.674163299,0.356342237,0.143629019,147.453.439.193.959,36,-38,-0.025,0.347916667,0.669864946,-0.396214287,-121.438.693.317.702
7lOMNkri,rough,RS,2.65,249.166.666.666.667,226,226,253,57.798.387.096.875,62.162.298.386.875,1,244.981.278.800.893,rough,0.508842118,-0.508842118,3,0.527083333,0.470833333,0.990151494,0.176784211,0.043851459,0.674163299,0.356342237,0.143629019,158.549.872.762.339,36,-38,-0.025,0.347916667,-0.004298353,-0.752556524,-135.801.595.209.256
